Group_Type,Group_Value,Mean_Residual,MAE,N
DN_Level,1297,-0.1776033963425695,0.18963127315923123,4
DN_Level,1308,-0.46226404836237656,0.46226404836237656,1
DN_Level,1309,-0.15702930572061757,0.15702930572061757,2
DN_Level,1315,-0.44608596762508057,0.44608596762508057,3
DN_Level,1324,-0.385532950563201,0.385532950563201,3
DN_Level,1325,-0.1371840615113391,0.1371840615113391,1
DN_Level,1335,-0.39405453067386986,0.39405453067386986,1
DN_Level,1336,-0.25734506297996207,0.25734506297996207,2
DN_Level,1337,-1.326608723536694,1.326608723536694,1
DN_Level,1348,-0.02680676223690215,0.02680676223690215,1
DN_Level,1351,0.22001965387513467,0.22001965387513467,1
DN_Level,1354,0.025400747080090103,0.18565715858073448,18
DN_Level,1360,0.4824146701654377,0.4824146701654377,3
DN_Level,1363,0.08810199030108135,0.2346889046464311,4
DN_Level,1364,-0.0758001755801545,0.07689423405796646,7
DN_Level,1368,-0.06603270145890727,0.06603270145890727,1
DN_Level,1373,0.06443034366615552,0.14347743099101185,4
DN_Level,1381,-0.21174915845258538,0.21174915845258538,21
DN_Level,1387,0.26208292777761244,0.26208292777761244,1
DN_Level,1408,-0.0011632948649613617,0.3826346572896095,6
DN_Level,1437,0.14017998828953293,0.14017998828953293,2
DN_Level,1439,-0.2706929761399972,0.2706929761399972,1
DN_Level,1449,0.10019512405915787,0.10019512405915787,2
DN_Level,1455,0.31809403371771194,0.31809403371771194,5
DN_Level,1464,0.15303968926899092,0.15303968926899092,1
DN_Level,1480,0.30236050779341933,0.30236050779341933,3
DN_Level,1481,0.2260743927164861,0.2260743927164861,1
DN_Level,1492,0.07651733426131209,0.23116165573958672,5
DN_Level,1498,-0.17564980437256206,0.17564980437256206,2
DN_Level,1507,0.2612045187070707,0.2612045187070707,5
DN_Level,1520,0.17373416306420975,0.17373416306420975,1
DN_Level,1528,0.4878947899706323,0.4878947899706323,3
DN_Level,1532,0.3496996063543274,0.3496996063543274,1
DN_Level,1544,-0.03961479502122067,0.03961479502122067,1
DN_Level,1551,0.051593081760545,0.051593081760545,1
DN_Level,1563,-0.2435300383668042,0.2435300383668042,2
DN_Level,1585,0.16784100241141564,0.16784100241141564,2
DN_Level,1588,0.1411573562148205,0.1411573562148205,1
DN_Level,1609,0.15865318312259524,0.15865318312259524,2
DN_Level,1625,0.0733509987834271,0.0733509987834271,1
DN_Level,1638,0.4253192796922409,0.4253192796922409,2
DN_Level,1655,0.0021465056852405517,0.09829356870946171,4
DN_Level,1667,0.3321042341220135,0.3321042341220135,1
DN_Level,1686,-0.5046033375147516,0.5046033375147516,1
DN_Level,1691,0.09414136414600627,0.09414136414600627,1
DN_Level,1694,-0.23928540952088362,0.23928540952088362,1
DN_Level,1710,0.16028095595095787,0.18245575329966285,5
DN_Level,1735,-0.20933591777434946,0.20933591777434946,2
DN_Level,1738,-0.27646268557217546,0.27646268557217546,1
DN_Level,1742,0.27365083278433655,0.27365083278433655,3
DN_Level,1757,0.3287444051796047,0.4135831412225215,6
DN_Level,1760,0.2167960853697224,0.2167960853697224,1
DN_Level,1781,0.03254888325848615,0.20142655703870177,5
DN_Level,1791,0.4263907968938567,0.4263907968938567,1
DN_Level,1793,0.2577564014785032,0.2577564014785032,2
DN_Level,1811,0.29730302918877394,0.29730302918877394,2
DN_Level,1847,0.21089362599982697,0.21089362599982697,9
DN_Level,1854,0.3364752598815195,0.3364752598815195,2
DN_Level,1901,0.1684478042551545,0.1684478042551545,1
DN_Level,1926,0.504169605191727,0.504169605191727,1
DN_Level,1941,0.7399265763314222,0.7399265763314222,1
DN_Level,1947,-0.8978329577055595,0.8978329577055595,2
DN_Level,1951,0.6055782584557554,0.6055782584557554,2
DN_Level,1958,0.11565700348630348,0.4512894427848736,4
DN_Level,1987,0.701218436950751,0.701218436950751,1
DN_Level,1995,0.3266368627423284,0.3266368627423284,2
DN_Level,1996,0.4682282582493569,0.4682282582493569,1
DN_Level,2004,0.43335053532217016,0.43335053532217016,4
DN_Level,2009,0.652196016772776,0.652196016772776,1
DN_Level,2019,0.4925885794510103,0.4925885794510103,2
DN_Level,2073,0.19678744663263514,0.19678744663263514,4
DN_Level,2109,0.27480960006767674,0.27480960006767674,1
DN_Level,2110,0.21090411466310294,0.22135007033284948,5
DN_Level,2134,-0.026973890122063082,0.026973890122063082,1
DN_Level,2146,0.36400139740450355,0.36400139740450355,2
DN_Level,2147,0.1315008530919437,0.1315008530919437,1
DN_Level,2163,0.026799161390443915,0.4236489301936017,2
DN_Level,2214,0.11576365339531687,0.2663539085860882,14
DN_Level,2250,0.12348079230137277,0.12348079230137277,1
DN_Level,2252,0.2338495663109792,0.28269725587579325,7
DN_Level,2281,-0.23429873250405375,0.39989808959016004,2
DN_Level,2311,0.3223757094407593,0.37528829554827586,24
DN_Level,2334,0.05978435344150501,0.05978435344150501,1
DN_Level,2347,0.41234820323871624,0.41234820323871624,1
DN_Level,2382,-0.04431351732006646,0.3304920920250951,6
DN_Level,2385,0.07789795420200447,0.09687263051507762,6
DN_Level,2386,0.6053646098307519,0.6053646098307519,1
DN_Level,2414,0.282195005754025,0.282195005754025,2
DN_Level,2434,0.2759428610364081,0.2759428610364081,2
DN_Level,2456,0.5322989489982659,0.5322989489982659,7
DN_Level,2502,0.3727245971649755,0.3727245971649755,2
DN_Level,2509,-0.45156367516542273,0.5726612617247699,5
DN_Level,2538,0.11145392428548906,0.11218651053344875,2
DN_Level,2563,0.13591011890724136,0.13591011890724136,2
DN_Level,2613,0.4926174386505999,0.4926174386505999,2
DN_Level,2641,0.6190107570311121,0.6996095374094343,15
DN_Level,2656,-0.12058749228247523,0.12058749228247523,1
DN_Level,2657,0.6050058166507362,0.6050058166507362,2
DN_Level,2688,-0.042932848044279215,0.042932848044279215,1
DN_Level,2758,0.19183540010438968,0.5415854657216816,6
DN_Level,2770,-0.2306037939267894,0.24076904532562393,3
DN_Level,2808,-0.06458920816670159,0.19504938104023037,6
DN_Level,2824,-0.20999459712693547,0.20999459712693547,2
DN_Level,2851,0.6180217115492308,0.6180217115492308,1
DN_Level,2878,0.2717491986909515,0.31259939761171296,3
DN_Level,2880,-0.06013651988825508,0.06013651988825508,1
DN_Level,2887,0.16066548795029645,0.16066548795029645,2
DN_Level,2908,-0.5314028117783058,0.5314028117783058,1
DN_Level,2941,0.5657696135024874,0.5657696135024874,1
DN_Level,3092,-0.2108383917947355,0.2359521488943612,9
DN_Level,3106,0.43914453543170956,0.46748448504919615,5
DN_Level,3129,-0.6862223022385048,0.6862223022385048,1
DN_Level,3139,0.26890396836929753,0.26890396836929753,1
DN_Level,3212,0.10556807475313068,0.10556807475313068,1
DN_Level,3245,-0.3905796522859353,0.3905796522859353,1
DN_Level,3263,-0.10348579671792368,0.10348579671792368,1
DN_Level,3335,0.1321539137816461,0.1321539137816461,2
DN_Level,3382,0.2120692944409787,0.33580344040875254,5
DN_Level,3402,0.1987913743652127,0.41980797486745347,6
DN_Level,3518,-0.1794024037205221,0.2460344131572801,3
DN_Level,3533,-0.0006167252589559524,0.0006167252589559524,1
DN_Level,3579,0.017844635329737457,0.017844635329737457,1
DN_Level,3587,0.2606961537258658,0.2606961537258658,6
DN_Level,3613,-0.2621524065788625,0.2621524065788625,1
DN_Level,3619,0.022740812819415653,0.13020266474908568,26
DN_Level,3633,-0.3792851342716843,0.3792851342716843,1
DN_Level,3635,0.0685245600359714,0.0685245600359714,4
DN_Level,3647,0.47173804360814753,0.47173804360814753,1
DN_Level,3657,-0.4002833462776927,0.5228609916301531,6
DN_Level,3705,-0.36108210229604093,0.537668082478675,18
DN_Level,3785,0.4530690838649087,0.4530690838649087,6
DN_Level,3826,0.32262958531463726,0.3431673784943669,6
DN_Level,3834,0.2930777381182219,0.2930777381182219,2
DN_Level,3852,0.13108346110067734,0.13108346110067734,3
DN_Level,3884,0.25010676743138205,0.5320124071552136,5
DN_Level,3892,0.47594017076146683,0.5322605071486022,14
DN_Level,3897,0.4242794037615836,0.4242794037615836,3
DN_Level,3934,0.6601972582811202,0.7079925944596814,16
DN_Level,3940,-0.7167320498373262,0.7167320498373262,1
DN_Level,3953,0.2746971301555341,0.2746971301555341,2
DN_Level,3977,-0.055774243608543106,0.3516671872668836,14
DN_Level,3984,0.5022483257798682,0.5022483257798682,2
DN_Level,3993,0.4595218487049211,0.4595218487049211,1
DN_Level,4000,-0.22902884349218944,0.22902884349218944,1
DN_Level,4008,0.7094197377341379,0.7094197377341379,6
DN_Level,4034,-0.1945994778099922,0.3682790656943366,3
DN_Level,4039,-0.1436060177811571,0.1914649749089259,2
DN_Level,4041,0.7754970344658109,0.7754970344658109,3
DN_Level,4043,0.6548888105214835,0.6548888105214835,6
DN_Level,4052,1.0455798583057794,1.0455798583057794,2
DN_Level,4058,1.062272336489145,1.062272336489145,3
DN_Level,4061,-0.4795392691267524,0.4795392691267524,7
DN_Level,4066,1.2816002158466135,1.2816002158466135,1
DN_Level,4068,1.0106219299265966,1.0106219299265966,1
DN_Level,4072,0.040834444072019416,0.09955995401609545,5
DN_Level,4074,-0.47401197621529617,0.47401197621529617,6
DN_Level,4083,0.727779774592892,0.727779774592892,1
DN_Level,4088,0.61120187411505,0.61120187411505,1
DN_Level,4095,0.44739513385668556,0.44739513385668556,14
POI_Type_LV,3,-1.6946706926297377,1.6946706926297377,4
POI_Type_LV,4,-0.4078548703963681,0.6391289928797604,62
POI_Type_LV,5,-0.18638829625765724,0.30336821947588394,221
POI_Type_LV,6,-0.0640689941834191,0.2627409516062286,173
POI_Type_LV,7,0.20439328064561285,0.3300238978361168,81
POI_Type_LV,8,0.19219895792143735,0.30529395521901787,65
POI_Type_LV,9,0.1796522485991635,0.41683899808003544,86
POI_Type_LV,10,0.18276400378463956,0.43391690439073655,218
