ID,X,Y,lux,Avg_AVGIL,Avg_spots_,Avg_ADCG,Avg_illumi,DN,Avg_DN,LV
536,114.1554615,22.2802029,55,63.97317123,5700,161.9465611,0.93048252,2808,2808,9
537,114.1555091,22.28018734,48,65.72676086,11208,141.5603176,0.943525344,2311,2311,8
538,114.1554708,22.2801085,30,57.15260315,15387,157.001284,0.776886007,2311,2311,8
539,114.1554615,22.2802029,33,63.97317123,5700,161.9465611,0.93048252,2808,2808,9
540,114.1555091,22.28018734,70,65.72676086,11208,141.5603176,0.943525344,2311,2311,8
541,114.1554708,22.2801085,64,57.15260315,15387,157.001284,0.776886007,2311,2311,8
542,114.1554615,22.2802029,39,63.97317123,5700,161.9465611,0.93048252,2808,2808,9
543,114.1554582,22.27994766,48,60.18447113,7915,144.7999581,0.889563337,2311,2311,8
544,114.1555091,22.28018734,30,65.72676086,11208,141.5603176,0.943525344,2311,2311,8
545,114.1552092,22.28012589,22,56.03203583,2604,154.7973785,0.953015293,1143,1143,5
546,114.1554708,22.2801085,65.3,57.15260315,15387,157.001284,0.776886007,2311,2311,8
547,114.1554708,22.2801085,63.6,57.15260315,15387,157.001284,0.776886007,2311,2311,8
548,114.1554582,22.27994766,61.9,60.18447113,7915,144.7999581,0.889563337,2311,2311,8
549,114.1555091,22.28018734,60.2,65.72676086,11208,141.5603176,0.943525344,2311,2311,8
550,114.1554708,22.2801085,65.3,57.15260315,15387,157.001284,0.776886007,2311,2311,8
551,114.1554615,22.2802029,55,63.97317123,5700,161.9465611,0.93048252,2808,2808,9
552,114.1554582,22.27994766,63.6,60.18447113,7915,144.7999581,0.889563337,2311,2311,8
553,114.1555091,22.28018734,61.9,65.72676086,11208,141.5603176,0.943525344,2311,2311,8
554,114.1554708,22.2801085,60.2,57.15260315,15387,157.001284,0.776886007,2311,2311,8
555,114.1554615,22.2802029,36,63.97317123,5700,161.9465611,0.93048252,2808,2808,9
556,114.1555091,22.28018734,65.3,65.72676086,11208,141.5603176,0.943525344,2311,2311,8
557,114.1554582,22.27994766,63.6,60.18447113,7915,144.7999581,0.889563337,2311,2311,8
558,114.1554582,22.27994766,61.9,60.18447113,7915,144.7999581,0.889563337,2311,2311,8
559,114.1554582,22.27994766,60.2,60.18447113,7915,144.7999581,0.889563337,2311,2311,8
560,114.1553522,22.27975749,36,48.07404709,5459,107.4364955,0.924107327,1455,1455,6
561,114.1554708,22.2801085,58.5,57.15260315,15387,157.001284,0.776886007,2311,2311,8
562,114.1555091,22.28018734,66,65.72676086,11208,141.5603176,0.943525344,2311,2311,8
563,114.1554582,22.27994766,49,60.18447113,7915,144.7999581,0.889563337,2311,2311,8
564,114.1553522,22.27975749,36,48.07404709,5459,107.4364955,0.924107327,1455,1455,6
565,114.1553522,22.27975749,37,48.07404709,5459,107.4364955,0.924107327,1455,1455,6
566,114.1553522,22.27975749,37,48.07404709,5459,107.4364955,0.924107327,1455,1455,6
567,114.1553522,22.27975749,37,48.07404709,5459,107.4364955,0.924107327,1455,1455,6
568,114.1501106,22.28415418,20,41.10545349,7178,121.2911507,0.551007484,715,715,4
569,114.1502467,22.28411849,22,40.34495544,6482,163.4477198,0.821304783,715,715,4
570,114.1502743,22.28415264,20,39.35897064,4397,142.160629,0.828382138,715,715,4
571,114.1501106,22.28415418,21,41.10545349,7178,121.2911507,0.551007484,715,715,4
572,114.1502467,22.28411849,22,40.34495544,6482,163.4477198,0.821304783,715,715,4
573,114.1502743,22.28415264,20,39.35897064,4397,142.160629,0.828382138,715,715,4
574,114.1501106,22.28415418,22,41.10545349,7178,121.2911507,0.551007484,715,715,4
575,114.1498915,22.28437228,26.33333333,59.97106171,5721,100.2347212,0.94527655,1336,1336,6
576,114.1499116,22.28439534,26.33333333,51.08202362,6044,94.81602174,0.975422381,1336,1336,6
577,114.1501106,22.28415418,20,41.10545349,7178,121.2911507,0.551007484,715,715,4
578,114.1502467,22.28411849,24,40.34495544,6482,163.4477198,0.821304783,715,715,4
579,114.1502743,22.28415264,9,39.35897064,4397,142.160629,0.828382138,715,715,4
580,114.1501106,22.28415418,22,41.10545349,7178,121.2911507,0.551007484,715,715,4
581,114.1502377,22.28477704,17.66666667,40.14151764,837,105.4054801,0.844137418,1231,1231,6
582,114.1502377,22.28477704,18.16666667,40.14151764,837,105.4054801,0.844137418,1231,1231,6
583,114.1505621,22.28480451,21,44.11947632,8135,156.4697339,0.814613826,838,838,5
584,114.1505621,22.28480451,15,29.11947632,8135,156.4697339,0.814613826,838,838,5
585,114.1505621,22.28480451,15,29.11947632,8135,156.4697339,0.814613826,838,838,5
586,114.1505621,22.28480451,15,29.11947632,8135,156.4697339,0.814613826,838,838,5
587,114.1683409,22.32497119,43,67.22236633,16899,159.425078,0.46730098,1735,1735,7
588,114.1683486,22.32513139,42,50.20306396,12997,162.109275,0.9249746,1710,1710,7
589,114.1683486,22.32513139,40,50.20306396,12997,162.109275,0.9249746,1710,1710,7
590,114.1683409,22.32497119,37,67.22236633,16899,159.425078,0.46730098,1735,1735,7
591,114.1683486,22.32513139,27,50.20306396,12997,162.109275,0.9249746,1710,1710,7
592,114.1682965,22.32530299,33,53.6257515,10154,161.719452,0.847019614,1710,1710,7
593,114.1683486,22.32513139,33,50.20306396,12997,162.109275,0.9249746,1710,1710,7
594,114.168209,22.32571287,50,53.55832672,5120,119.6170777,0.874481037,1791,1791,7
595,114.1681215,22.32612275,55,52.31161499,13667,158.1938397,0.799611381,1951,1951,7
596,114.1679577,22.32647748,48.33333333,61.48371124,10464,180.3871169,0.563192313,1847,1847,7
597,114.1678065,22.32630367,48.33333333,64.35163498,16087,101.8337161,0.841391969,1847,1847,7
598,114.1678495,22.32649284,48.33333333,59.81940842,5667,129.8690476,0.993106849,1847,1847,7
599,114.1681215,22.32612275,60,52.31161499,13667,158.1938397,0.799611381,1951,1951,7
600,114.1679577,22.32647748,48.33333333,61.48371124,10464,180.3871169,0.563192313,1847,1847,7
601,114.1680612,22.32645359,38,51.86055374,19544,97.14952718,0.50345277,1760,1760,7
602,114.1678065,22.32630367,48.33333333,64.35163498,16087,101.8337161,0.841391969,1847,1847,7
603,114.1678495,22.32649284,48.33333333,59.81940842,5667,129.8690476,0.993106849,1847,1847,7
604,114.1677878,22.32649705,48.33333333,51.56905365,14899,104.5051341,0.454800282,1847,1847,7
605,114.1673386,22.32647206,42,47.14374542,10322,159.7472084,0.832657197,1528,1528,6
606,114.1673386,22.32647206,42,47.14374542,10322,159.7472084,0.832657197,1528,1528,6
607,114.1678495,22.32649284,48.33333333,59.81940842,5667,129.8690476,0.993106849,1847,1847,7
608,114.1677878,22.32649705,48.33333333,51.56905365,14899,104.5051341,0.454800282,1847,1847,7
609,114.1673386,22.32647206,42,47.14374542,10322,159.7472084,0.832657197,1528,1528,6
610,114.1671988,22.32646531,25,49.2134552,7687,142.7536711,0.822238834,999,999,5
611,114.1671988,22.32646531,27,49.2134552,7687,142.7536711,0.822238834,999,999,5
612,114.1668803,22.326452,23,46.5684967,2526,111.7507513,0.901513476,999,999,5
613,114.1668803,22.326452,25,46.5684967,2526,111.7507513,0.901513476,999,999,5
614,114.1671988,22.32646531,15,34.2134552,7687,142.7536711,0.822238834,999,999,5
615,114.1668803,22.326452,20,46.5684967,2526,111.7507513,0.901513476,999,999,5
616,114.1668803,22.326452,15,31.5684967,2526,111.7507513,0.901513476,999,999,5
617,114.1668803,22.326452,12.5,31.5684967,2526,111.7507513,0.901513476,999,999,5
618,114.1668803,22.326452,10,31.5684967,2526,111.7507513,0.901513476,999,999,5
619,114.1661723,22.32624414,18,42.59169006,9815,134.7876684,0.886887912,938,938,5
620,114.1661723,22.32624414,18,42.59169006,9815,134.7876684,0.886887912,938,938,5
621,114.1661304,22.32634823,18,37.91895676,4870,118.6408551,0.806374721,938,938,5
622,114.1660006,22.32630921,19,49.98826599,7026,126.3682036,0.889129457,840,840,5
623,114.1658921,22.32634939,19,50.02421188,4670,149.6915409,0.948756541,840,840,5
624,114.1660539,22.32641894,19,46.83545685,8925,143.0882544,0.745428214,840,840,5
625,114.1658921,22.32634939,19,50.02421188,4670,149.6915409,0.948756541,840,840,5
626,114.1658329,22.32640988,19,50.7496376,3475,144.595811,0.994453415,840,840,5
627,114.1658329,22.32640988,19,50.7496376,3475,144.595811,0.994453415,840,840,5
628,114.1661723,22.32624414,18,42.59169006,9815,134.7876684,0.886887912,938,938,5
629,114.1661304,22.32634823,18,37.91895676,4870,118.6408551,0.806374721,938,938,5
630,114.1660006,22.32630921,19,49.98826599,7026,126.3682036,0.889129457,840,840,5
631,114.1660539,22.32641894,19,46.83545685,8925,143.0882544,0.745428214,840,840,5
632,114.1660539,22.32641894,19,46.83545685,8925,143.0882544,0.745428214,840,840,5
633,114.1660539,22.32641894,19,46.83545685,8925,143.0882544,0.745428214,840,840,5
634,114.1658921,22.32634939,19,50.02421188,4670,149.6915409,0.948756541,840,840,5
635,114.1658329,22.32640988,19,50.7496376,3475,144.595811,0.994453415,840,840,5
636,114.1658921,22.32634939,19,50.02421188,4670,149.6915409,0.948756541,840,840,5
637,114.1658329,22.32640988,19,50.7496376,3475,144.595811,0.994453415,840,840,5
638,114.1652849,22.32638785,9,55.00767899,12757,142.7136666,0.881052756,742,742,4
639,114.1652849,22.32638785,9,55.00767899,12757,142.7136666,0.881052756,742,742,4
640,114.1648361,22.32636984,25,51.7854805,7312,136.6476755,0.921429333,890,890,5
641,114.1643874,22.3263518,22,46.294487,6230,114.1973503,0.877571513,844,844,5
642,114.1644009,22.32618053,22,59.85447693,6271,122.6739583,0.912363101,1068,1068,5
643,114.1645117,22.32629128,25,56.5955925,5502,132.7855658,0.932103515,890,890,5
644,114.1644009,22.32618053,22,59.85447693,6271,122.6739583,0.912363101,1068,1068,5
645,114.1645117,22.32629128,25,56.5955925,5502,132.7855658,0.932103515,890,890,5
646,114.1644009,22.32618053,24,59.85447693,6271,122.6739583,0.912363101,1068,1068,5
647,114.1645117,22.32629128,24,56.5955925,5502,132.7855658,0.932103515,890,890,5
648,114.1644009,22.32618053,24,59.85447693,6271,122.6739583,0.912363101,1068,1068,5
649,114.1644009,22.32618053,25,59.85447693,6271,122.6739583,0.912363101,1068,1068,5
650,114.1645117,22.32629128,25,56.5955925,5502,132.7855658,0.932103515,890,890,5
651,114.1643874,22.3263518,22,46.294487,6230,114.1973503,0.877571513,844,844,5
652,114.1645117,22.32629128,25,56.5955925,5502,132.7855658,0.932103515,890,890,5
653,114.1645375,22.32641485,24,47.16233063,4460,119.4713937,0.796637004,890,890,5
654,114.1645117,22.32629128,25,56.5955925,5502,132.7855658,0.932103515,890,890,5
655,114.1645375,22.32641485,24,47.16233063,4460,119.4713937,0.796637004,890,890,5
656,114.1643874,22.3263518,22,46.294487,6230,114.1973503,0.877571513,844,844,5
657,114.1644009,22.32618053,25,59.85447693,6271,122.6739583,0.912363101,1068,1068,5
658,114.1640581,22.32643098,22,43.53394318,2184,132.0454625,0.905847656,1095,1095,5
659,114.1640581,22.32643098,22,43.53394318,2184,132.0454625,0.905847656,1095,1095,5
660,114.1640581,22.32643098,22,43.53394318,2184,132.0454625,0.905847656,1095,1095,5
661,114.1640581,22.32643098,22,43.53394318,2184,132.0454625,0.905847656,1095,1095,5
662,114.1643874,22.3263518,22,46.294487,6230,114.1973503,0.877571513,844,844,5
663,114.1645117,22.32629128,25,56.5955925,5502,132.7855658,0.932103515,890,890,5
664,114.1645375,22.32641485,25,47.16233063,4460,119.4713937,0.796637004,890,890,5
665,114.1640581,22.32643098,22,43.53394318,2184,132.0454625,0.905847656,1095,1095,5
666,114.1643874,22.3263518,22,46.294487,6230,114.1973503,0.877571513,844,844,5
667,114.1633659,22.32626375,31,57.37729645,3212,103.485499,0.642074219,1354,1354,6
668,114.1633531,22.32633141,31,50.19886398,12464,177.0307045,0.770728004,1354,1354,6
669,114.1632736,22.32636157,33,56.43545914,4698,196.6139323,0.789924859,1364,1364,6
670,114.1635644,22.3262913,31,55.51142502,8040,143.2799105,0.934622532,1354,1354,6
671,114.1640038,22.32642942,22,47.58875656,1172,150.6718399,0.943647104,1095,1095,5
672,114.1630285,22.32632422,33,57.18954086,4042,138.3116852,0.94784896,1364,1364,6
673,114.163094,22.32635695,32,53.24052811,8913,139.1772626,0.911126548,1364,1364,6
674,114.1635113,22.32646805,31,46.16382599,5906,160.9223071,0.912322201,1354,1354,6
675,114.1635113,22.32646805,31,46.16382599,5906,160.9223071,0.912322201,1354,1354,6
676,114.1635813,22.32641719,31,51.35126877,1410,122.7270607,0.825314148,1354,1354,6
677,114.1633659,22.32626375,31,57.37729645,3212,103.485499,0.642074219,1354,1354,6
678,114.1635644,22.3262913,21,55.51142502,8040,143.2799105,0.934622532,1354,1354,6
679,114.1634392,22.32644037,32,49.92045212,7131,114.1104097,0.952974787,1354,1354,6
680,114.1635113,22.32646805,33,46.16382599,5906,160.9223071,0.912322201,1354,1354,6
681,114.1635813,22.32641719,36,51.35126877,1410,122.7270607,0.825314148,1354,1354,6
682,114.1633659,22.32626375,32,57.37729645,3212,103.485499,0.642074219,1354,1354,6
683,114.1633531,22.32633141,15,35.19886398,12464,177.0307045,0.770728004,1354,1354,6
684,114.1635644,22.3262913,23,55.51142502,8040,143.2799105,0.934622532,1354,1354,6
685,114.1629171,22.32626822,25,48.78598785,6190,119.2946721,0.882786739,1029,1029,5
686,114.1630285,22.32632422,32,57.18954086,4042,138.3116852,0.94784896,1364,1364,6
687,114.163094,22.32635695,32,53.24052811,8913,139.1772626,0.911126548,1364,1364,6
688,114.1629171,22.32626822,27,48.78598785,6190,119.2946721,0.882786739,1029,1029,5
689,114.1630285,22.32632422,32,57.18954086,4042,138.3116852,0.94784896,1364,1364,6
690,114.1633531,22.32633141,31,50.19886398,12464,177.0307045,0.770728004,1354,1354,6
691,114.1632736,22.32636157,32,56.43545914,4698,196.6139323,0.789924859,1364,1364,6
692,114.1634392,22.32644037,33,49.92045212,7131,114.1104097,0.952974787,1354,1354,6
693,114.1635113,22.32646805,34,46.16382599,5906,160.9223071,0.912322201,1354,1354,6
694,114.1635813,22.32641719,35,51.35126877,1410,122.7270607,0.825314148,1354,1354,6
695,114.1619283,22.32615692,23,43.70177841,2859,147.7802118,0.885828447,1139,1139,5
696,114.1619283,22.32615692,24,43.70177841,2859,147.7802118,0.885828447,1139,1139,5
697,114.1622581,22.32625023,42,56.20531845,7893,152.485298,0.984105499,1585,1585,6
698,114.1619283,22.32615692,25,43.70177841,2859,147.7802118,0.885828447,1139,1139,5
699,114.1618991,22.32600072,25,40.96412659,2823,112.7215017,0.970789984,1139,1139,5
700,114.1622581,22.32625023,42,56.20531845,7893,152.485298,0.984105499,1585,1585,6
701,114.16086,22.32672913,48.33333333,53.81414795,13553,177.1442783,0.976830964,1009,1009,5
702,114.16086,22.32672913,15,38.81414795,13553,177.1442783,0.976830964,1009,1009,5
703,114.16086,22.32672913,22,53.81414795,13553,177.1442783,0.976830964,1009,1009,5
704,114.1618869,22.32742432,34,62.53236008,2706,117.9144099,0.814256947,1381,1381,6
705,114.1618174,22.32748504,40,60.96886444,10469,173.5710883,0.815091042,1381,1381,6
706,114.1616755,22.32762007,30,67.50307846,20243,126.4728652,0.690561293,1222,1222,6
707,114.1618072,22.32765007,28,60.18783951,5283,160.9341224,0.911703775,1222,1222,6
708,114.1618869,22.32742432,21,62.53236008,2706,117.9144099,0.814256947,1381,1381,6
709,114.1618174,22.32748504,30,60.96886444,10469,173.5710883,0.815091042,1381,1381,6
710,114.1619626,22.32751795,32,57.65684891,7689,136.3361307,0.986894751,1381,1381,6
711,114.1618869,22.32742432,34,62.53236008,2706,117.9144099,0.814256947,1381,1381,6
712,114.1618174,22.32748504,33,60.96886444,10469,173.5710883,0.815091042,1381,1381,6
713,114.1619626,22.32751795,33,57.65684891,7689,136.3361307,0.986894751,1381,1381,6
714,114.1618869,22.32742432,33,62.53236008,2706,117.9144099,0.814256947,1381,1381,6
715,114.1618174,22.32748504,33,60.96886444,10469,173.5710883,0.815091042,1381,1381,6
716,114.1619626,22.32751795,33,57.65684891,7689,136.3361307,0.986894751,1381,1381,6
717,114.1618869,22.32742432,33,62.53236008,2706,117.9144099,0.814256947,1381,1381,6
718,114.1618174,22.32748504,33,60.96886444,10469,173.5710883,0.815091042,1381,1381,6
719,114.1619626,22.32751795,33,57.65684891,7689,136.3361307,0.986894751,1381,1381,6
720,114.1618869,22.32742432,33,62.53236008,2706,117.9144099,0.814256947,1381,1381,6
721,114.1618174,22.32748504,33,60.96886444,10469,173.5710883,0.815091042,1381,1381,6
722,114.1618869,22.32742432,33,62.53236008,2706,117.9144099,0.814256947,1381,1381,6
723,114.1618174,22.32748504,33,60.96886444,10469,173.5710883,0.815091042,1381,1381,6
724,114.1619626,22.32751795,33,57.65684891,7689,136.3361307,0.986894751,1381,1381,6
725,114.1619626,22.32751795,33,57.65684891,7689,136.3361307,0.986894751,1381,1381,6
726,114.1619626,22.32751795,33,57.65684891,7689,136.3361307,0.986894751,1381,1381,6
727,114.1618072,22.32765007,27,60.18783951,5283,160.9341224,0.911703775,1222,1222,6
728,114.1616755,22.32762007,28,67.50307846,20243,126.4728652,0.690561293,1222,1222,6
729,114.1618072,22.32765007,27,60.18783951,5283,160.9341224,0.911703775,1222,1222,6
730,114.1616755,22.32762007,29,67.50307846,20243,126.4728652,0.690561293,1222,1222,6
731,114.1616755,22.32762007,31,67.50307846,20243,126.4728652,0.690561293,1222,1222,6
732,114.1618072,22.32765007,30,60.18783951,5283,160.9341224,0.911703775,1222,1222,6
733,114.2088707,22.32153559,25,61.9070816,11340,179.0034439,0.826510691,1080,1080,5
734,114.2090192,22.32168348,33,46.47071075,5224,163.8266835,0.996825787,1363,1363,6
735,114.2088821,22.32172161,25,63.41033936,13409,120.6554099,0.88537641,1080,1080,5
736,114.2089249,22.32181279,15,33.93972015,11327,130.4153794,0.788249864,838,838,5
737,114.2088707,22.32153559,25,61.9070816,11340,179.0034439,0.826510691,1080,1080,5
738,114.2090192,22.32168348,33,46.47071075,5224,163.8266835,0.996825787,1363,1363,6
739,114.2088821,22.32172161,25,63.41033936,13409,120.6554099,0.88537641,1080,1080,5
740,114.2089249,22.32181279,15,33.93972015,11327,130.4153794,0.788249864,838,838,5
741,114.2090416,22.32143244,33,63.61959076,3390,135.4982311,0.849749754,1363,1363,6
742,114.2088916,22.32149752,25,44.60287094,3620,162.2894705,0.947042052,1080,1080,5
743,114.2090808,22.3215478,33,51.64391327,7712,123.7891157,0.641722825,1363,1363,6
744,114.2090898,22.32182939,24.66666667,54.23606873,5935,165.975129,0.879117669,1268,1268,6
745,114.2090211,22.32186617,23,55.29677963,9260,109.8567191,0.804510138,1268,1268,6
746,114.2089249,22.32181279,15,33.93972015,11327,130.4153794,0.788249864,838,838,5
747,114.208767,22.32339249,23,51.18933487,2461,108.6398922,0.998231902,874,874,5
748,114.2089086,22.32277366,2,40.34425354,4902,171.5517563,0.751083065,245,245,3
749,114.2090065,22.32265767,3,39.92631912,3620,152.7919251,0.707457463,245,245,3
750,114.2088378,22.32255935,4,47.99860382,8739,98.63984738,0.961711037,245,245,3
751,114.2089086,22.32277366,3,40.34425354,4902,171.5517563,0.751083065,245,245,3
752,114.2056271,22.33523672,10,35.27017212,3994,89.09392214,0.737296861,701,701,4
753,114.2057514,22.33478306,27,52.55679321,975,153.9845291,0.704253604,1309,1309,6
754,114.2058377,22.33466521,7,48.96725845,9166,142.4838366,0.780792141,637,637,4
755,114.2057859,22.33481939,15,30.20088959,3835,111.6465134,0.92571813,734,734,4
756,114.2050276,22.33492599,45,56.6598053,4076,176.484015,0.885921606,1793,1793,7
757,114.2050437,22.33494673,50,57.56357574,9177,145.1679198,0.866150643,1793,1793,7
758,114.2051414,22.3349915,26,61.51554489,4527,145.4345498,0.923495905,1308,1308,6
759,114.2057514,22.33478306,26,52.55679321,975,153.9845291,0.704253604,1309,1309,6
760,114.2058377,22.33466521,7,48.96725845,9166,142.4838366,0.780792141,637,637,4
761,114.2057859,22.33481939,15,30.20088959,3835,111.6465134,0.92571813,734,734,4
762,114.2046308,22.33657962,60,49.74453735,5952,116.8792505,0.670852563,1941,1941,7
763,114.2056271,22.33523672,10,35.27017212,3994,89.09392214,0.737296861,701,701,4
764,114.2079151,22.33438452,26,55.55984497,7441,148.4198506,0.551175026,1738,1738,7
765,114.1921719,22.28769758,47,63.99003601,14735,157.8672357,0.959200961,2004,2004,7
766,114.1919075,22.28800702,17,35.54965973,2192,130.9585658,0.869301047,1194,1194,6
767,114.1915673,22.28827988,13,39.23433304,8354,120.8090117,0.938250943,1119,1119,5
768,114.191547,22.28835127,25,38.06502151,4715,125.9427528,0.930468684,1119,1119,5
769,114.1918402,22.28866792,17,47.43310547,4798,88.45708892,0.939997908,1335,1335,6
770,114.1919094,22.28806025,18,34.15308762,5740,149.1641232,0.919111518,1194,1194,6
771,114.1921988,22.28837987,22,62.43676376,8521,127.9494242,0.817592449,1225,1225,6
772,114.1931791,22.28959428,40,64.70333099,6221,161.0255611,0.952306172,1498,1498,6
773,114.1934819,22.28990038,41,68.40577698,8454,67.93482285,0.84156771,1498,1498,6
774,114.1757292,22.29549422,34,50.21889114,6533,185.4116818,0.652351904,1437,1437,6
775,114.1758586,22.2971776,60,59.06069946,7928,85.37375638,0.832442299,1958,1958,7
776,114.171714,22.30484639,60,85.67532349,30889,134.2546755,0.850828799,3518,3518,10
777,114.1717775,22.30401259,90,81.41135025,38829,161.2483809,0.637299545,3834,3834,10
778,114.1718003,22.30359519,200,96.11255264,30525,176.279741,0.707864723,4083,4083,10
779,114.1735235,22.30401778,25,55.71216202,15007,172.9613401,0.926906639,1259,1259,6
780,114.173562,22.30360138,35,51.73004532,1122,96.32136541,0.982552129,1492,1492,6
781,114.1717308,22.30331044,57,67.20751572,4616,150.0793214,0.999261758,3382,3382,10
782,114.1717026,22.30372756,80,62.13594055,12860,135.9090357,0.938102716,2851,2851,9
783,114.1716686,22.30414429,57,57.91762543,4077,116.8272337,0.912187547,2347,2347,8
784,114.1716317,22.30456083,50,69.25683212,19250,98.55271875,0.918226266,2688,2688,9
785,114.1715973,22.30497755,60,92.00862122,30528,162.5080149,0.8040829,3518,3518,10
786,114.1735173,22.30335513,36,67.13138199,8317,152.5140186,0.803386083,1492,1492,6
787,114.1718225,22.30315572,120,92.84859085,37250,213.9037216,0.600065193,3953,3953,10
788,114.1718491,22.30273853,80,72.40357208,8918,140.8334753,0.91912997,2878,2878,9
789,114.1718788,22.30232149,40.76190476,52.92404175,8253,122.4979369,0.895127498,1609,1609,6
790,114.1754983,22.29732274,52,62.21828461,18348,175.5668335,0.818496778,1958,1958,7
791,114.1755646,22.29773613,37.33333333,65.96156693,23476,150.1231712,0.981735319,1694,1694,7
792,114.1756312,22.29814948,37.61904762,55.17425919,10896,105.2696127,0.847561926,1691,1691,7
793,114.175698,22.2985628,55,64.93395615,23966,159.3174182,0.744440846,1901,1901,7
794,114.1755345,22.29726879,25,67.55909729,5585,155.4648605,0.650902778,1958,1958,7
795,114.1762738,22.29715149,250,83.98406601,18306,157.6792784,0.766100007,4095,4095,10
796,114.1721171,22.30267689,50,72.25895309,18012,133.0926352,0.975099806,2656,2656,9
797,114.1717911,22.30237491,40.47619048,58.17120361,5700,126.6339505,0.743680657,1609,1609,6
798,114.1717648,22.30279215,80,64.91258621,15625,137.3593203,0.966722813,2878,2878,9
799,114.1890178,22.30074519,12,27.25011826,6742,128.5030996,0.653464851,702,702,4
800,114.1862533,22.29988434,60,62.05854416,3761,154.4475282,0.983916179,2502,2502,9
801,114.1857316,22.29941809,15,31.55422974,1250,137.9859604,0.879359501,749,749,4
802,114.1861426,22.29958658,32,48.19864655,5215,108.6985802,0.534710644,1507,1507,6
803,114.186967,22.2999187,6,52.069664,5138,131.041541,0.951273127,804,804,4
804,114.1873795,22.3000841,21,40.56432343,5210,106.3373708,0.545658848,1043,1043,5
805,114.187792,22.3002495,55,61.26144028,5181,210.2696266,0.80498588,2109,2109,7
806,114.1882045,22.3004149,27,49.41921997,4593,134.2207866,0.957268528,1348,1348,6
807,114.1886162,22.30058193,21,42.36842346,1440,111.3601404,0.786019791,1094,1094,5
808,114.1919232,22.2877693,40.19047619,57.81489563,12467,151.2685836,0.503920626,1625,1625,6
809,114.1914605,22.28824745,25,48.48581314,12391,134.2888406,0.793784657,1119,1119,5
810,114.1758737,22.29611827,37.9047619,76.8710289,5577,107.8805527,0.707571162,1686,1686,7
811,114.1762273,22.29701142,60,69.67049026,4481,162.022422,0.772660737,2414,2414,8
812,114.186838,22.30046072,42,46.34841919,20521,142.1821508,0.800366123,1742,1742,7
813,114.1719612,22.30325574,120,93.76491928,32535,163.223077,0.92714333,3953,3953,10
814,114.1724086,22.30329183,60,73.87992096,7367,152.2627152,0.731162929,3579,3579,10
815,114.1728569,22.3033181,34,45.42023468,4284,124.0385595,0.934497655,1532,1532,6
816,114.1733052,22.30334403,37,60.1583786,7860,174.3655282,0.90367591,1492,1492,6
817,114.1754159,22.29575921,21,50.96675491,1283,147.1969987,0.822009554,1261,1261,6
818,114.175476,22.29617061,38.19047619,48.8067627,9277,121.7437075,0.615997797,1667,1667,7
819,114.1755452,22.29658359,60,52.20094299,8516,165.7389923,0.80252994,2009,2009,7
820,114.1756203,22.29699567,55,53.04516602,13547,156.2342636,0.705239671,2146,2146,7
821,114.1760024,22.29703805,60,58.67193985,3480,137.4407778,0.957834747,2414,2414,8
822,114.1754081,22.29717969,39.9047619,48.19240952,17073,166.0237699,0.944446437,1638,1638,6
823,114.175343,22.29676617,23,48.24391937,13416,136.7415801,0.94674895,1325,1325,6
824,114.1752762,22.29635284,25,44.49489594,6979,112.405053,0.937846597,1162,1162,5
825,114.1752129,22.29593903,22,58.26262665,9450,143.2287965,0.592001347,1261,1261,6
826,114.1717173,22.30238986,35,57.13049698,12282,143.3089471,0.653523016,1544,1544,6
827,114.1716986,22.30280745,57,56.17005539,10335,117.6406321,0.882652303,1996,1996,7
828,114.173605,22.29294762,6,69.61536026,13845,144.9687895,0.984681672,634,634,4
829,114.1740529,22.29297906,15,40.41031265,962,164.6593171,0.889077398,824,824,4
830,114.1745008,22.29301051,12,33.64666748,7266,95.31211148,0.622374485,792,792,4
831,114.1748901,22.2931593,67,80.33456039,13621,172.3425442,0.882558907,2134,2134,7
832,114.1751812,22.29347764,80,89.98588943,19510,203.7050108,0.815059368,2880,2880,9
833,114.1754723,22.29379598,45,85.46695709,12732,189.9352929,0.640019745,2908,2908,9
834,114.1757633,22.29411432,45,87.57107925,9275,193.1689157,0.828453188,2770,2770,9
835,114.1760469,22.29443783,55,88.1104126,13836,212.5578932,0.645986491,3245,3245,9
836,114.176235,22.29481602,80,74.19600677,10701,155.5520511,0.802993769,2887,2887,9
837,114.1746819,22.29324599,55,75.33873367,3331,90.15169373,0.600887974,3263,3263,9
838,114.1882442,22.30065179,57,70.24420166,3930,119.9580371,0.968678802,2334,2334,8
839,114.1886356,22.3008427,26,48.35249329,1232,62.57321349,0.774081161,1094,1094,5
840,114.1890462,22.3010122,25,44.41421509,5155,107.1426836,0.886067879,1075,1075,5
841,114.1717168,22.30515529,120,84.36629105,15885,152.2861161,0.709404494,3993,3993,10
842,114.1716605,22.30317512,47,74.24832916,21182,160.1050652,0.937697058,3382,3382,10
843,114.171416,22.30317625,85,62.28634644,3574,134.5247,0.912250622,3382,3382,10
844,114.1928754,22.28845464,39.33333333,59.81591415,19509,190.029267,0.934075552,1655,1655,6
845,114.1931639,22.28877501,7,50.46145248,4199,196.2136314,0.648841165,1157,1157,5
846,114.1934607,22.28908874,31,54.33800125,5342,144.6123467,0.890816989,1368,1368,6
847,114.1937517,22.28940699,15,39.82220078,6135,143.2546,0.815786551,1158,1158,5
